"","ID","Date","Price","Location"
"297","571985","7/26/2010","64000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"298","572036","7/23/2010","49800","Section: 1 Township: 37 Range: 16 Subdivision: HILLTOP ..."
"299","572042","7/23/2010","99800","Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE..."
"300","572042","7/23/2010","99800","Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE..."
"301","572042","7/23/2010","99800","Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE..."
"302","572042","7/23/2010","99800","Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE..."
"303","572074","7/29/2010","259000","Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"304","572163","8/3/2010","190000","Quarter: SE/4 Section: 36 Township: 37 Range: 17 Subdiv..."
"305","572180","8/4/2010","445000","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"306","572218","8/6/2010","320000","Quarter: SW/4 Section: 33 Township: 39 Range: 18"
"307","572251","7/20/2010","20000","Quarter: NW/4 Section: 15 Township: 35 Range: 16"
"308","572463","8/17/2010","184000","Quarter: SE/4 Section: 34 Township: 37 Range: 14"
"309","572496","8/17/2010","56500","Quarter: NW/4 Section: 18 Township: 35 Range: 16 Subdiv..."
"310","572506","8/20/2010","250000","Section: 20 Township: 37 Range: 15 Subdivision: MOUNTAI..."
"311","572542","8/23/2010","118000","Section: 5 Township: 36 Range: 16 Subdivision: STACY MO..."
"312","572564","8/20/2010","40000","0 Subdivision: HIGHLAND TERRACE #2 Lot: 12"
"313","572675","8/30/2010","51100","Quarter: NW/4 Section: 33 Township: 37 Range: 15"
"314","572701","8/26/2010","310000","Quarter: SE/4 Section: 11 Township: 37 Range: 15"
"315","572708","9/1/2010","460000","Subdivision: WINGSPREAD Lot: 7 Block: 1 S: 7 T: 37 R: 1..."
"316","572770","9/2/2010","385000","Tract: 39 Section: 4 Township: 38 Range: 12"
"317","572798","9/8/2010","100000","0 Subdivision: FLYING ROGUE RANCH Lot: 13A"
"318","572808","9/8/2010","150000","Section: 26 Township: 36 Range: 16"
"319","572850","9/10/2010","125000","Sixteenth: SE Quarter: SE Section: 3 Township: 35 Range:..."
"320","572872","8/31/2010","80500","Section: 4 Township: 35 Range: 16"
"321","573010","9/21/2010","160100","Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv..."
"322","573156","9/30/2010","148000","Quarter: SW/4 Section: 12 Township: 36 Range: 13"
"323","573337","10/13/2010","155000","Quarter: NW/4 Section: 28 Township: 36 Range: 14 Subdiv..."
"324","573370","10/14/2010","21000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"325","573444","10/19/2010","58000","Section: 12 Township: 36 Range: 13"
"326","573506","10/22/2010","55000","Section: 12 Township: 36 Range: 18"
"327","573553","10/26/2010","236000","Quarter: SW/4 Section: 33 Township: 36 Range: 15 Subdiv..."
"328","573572","10/27/2010","150000","Quarter: SW/4 Section: 33 Township: 36 Range: 17 Subdiv..."
"329","573810","11/8/2010","41000","Subdivision: UTE MOUNTAIN RANCHES Lot: 7 (STATE OWNS AL..."
"330","574000","11/19/2010","270000","Quarter: SE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"331","574013","11/22/2010","275000","Subdivision: VISTAS (THE) BLOCK: 2 LOT: 2 S: 12 T: 37..."
"332","574069","11/24/2010","210000","Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"333","574197","12/3/2010","160000","Section: 22 Township: 37 Range: 16"
"334","574282","12/8/2010","168000","Section: 24 Township: 36 Range: 16 Subdivision: MONTEZU..."
"335","574298","12/9/2010","24900","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"336","574333","12/9/2010","275000","Quarter: NE/4 Section: 34 Township: 36 Range: 13"
"337","574357","12/13/2010","17100","Quarter: NW/4 Section: 20 Township: 37 Range: 15"
"338","574390","12/15/2010","450000","Subdivision: INDIAN CAMP RANCH Lot: 7 35.44A - (MC161..."
"339","574494","12/22/2010","150000","Section: 13 Township: 36 Range: 17"
"340","574526","12/1/2010","153000","Section: 32 Township: 37 Range: 15"
"341","574609","12/30/2010","280000","Quarter: NW/4 Section: 28 Township: 36 Range: 14 Subdiv..."
"342","574724","12/30/2010","179900","Section: 21 Township: 36 Range: 13"
"343","574727","12/23/2010","103000","Quarter: SE/4 Section: 34 Township: 37 Range: 14"
"344","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"345","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"346","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"347","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"348","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"349","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"350","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"351","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"352","574736","1/4/2011","45000","Section: 24 Township: 36 Range: 16 Subdivision: VENTERS..."
"353","574882","12/28/2010","140000","Quarter: NW/4 Section: 13 Township: 36 Range: 14"
"354","574913","1/14/2011","270000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"355","574916","1/14/2011","33000","Quarter: NW/4 Section: 15 Township: 35 Range: 16"
"356","574932","1/18/2011","300000","Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv..."
"357","574986","1/20/2011","220000","Section: 2 Township: 35 Range: 16 Subdivision: MESA SKY..."
"358","574990","1/21/2011","88000","Section: 1 Township: 37 Range: 16 Subdivision: HILLTOP ..."
"359","575103","1/28/2011","184800","Section: 2 Township: 36 Range: 16 Subdivision: MONTEZUM..."
"360","575104","1/28/2011","145000","Section: 2 Township: 36 Range: 16 Subdivision: MONTEZUM..."
"361","575130","1/31/2011","225000","Quarter: NW/4 Section: 12 Township: 36 Range: 15"
"362","575430","2/22/2011","140000","Quarter: NE/4 Section: 27 Township: 37 Range: 16"
"363","575454","1/27/2011","115000","Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID..."
"364","575499","2/23/2011","280000","Section: 32 Township: 37 Range: 14 Subdivision: SUMMIT ..."
"365","575513","2/28/2011","380000","Quarter: SE/4 Section: 22 Township: 36 Range: 16"
"366","575600","3/3/2011","289900","Quarter: NE Section: 3 Township: 37 Range: 15"
"367","575648","3/8/2011","215000","Quarter: NW/4 Section: 17 Township: 36 Range: 16"
"368","575724","3/11/2011","50000","Quarter: NE/4 Section: 18 Township: 35 Range: 16 Subdiv..."
"369","575752","3/14/2011","330000","Section: 7 Township: 37 Range: 15 Subdivision: WINGSPRE..."
"370","575754","3/14/2011","314600","Quarter: SW/4 Section: 36 Township: 39 Range: 14"
"371","575863","3/17/2011","136900","Quarter: NW/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"372","575996","3/30/2011","200000","Quarter: NW/4 Section: 16 Township: 36 Range: 15 Subdiv..."
"373","576188","4/5/2011","83000","Quarter: SE/4 Section: 21 Township: 36 Range: 13"
"374","576239","4/10/2011","9500","Section: 1 Township: 38 Range: 19"
"375","576240","4/6/2011","9500","Section: 1 Township: 38 Range: 19"
"376","576243","4/14/2011","140000","Section: 26 Township: 36 Range: 16"
"377","576263","4/15/2011","159900","Quarter: NE/4 Section: 30 Township: 37 Range: 16 Subdiv..."
"378","576377","4/25/2011","261000","Quarter: NE/4 Section: 11 Township: 37 Range: 16 Subdiv..."
"379","576408","4/27/2011","129000","Subdivision: GEORGE BAUERS (FIRST & SECOND) Lot: 4 Block..."
"380","576521","4/27/2011","58000","Quarter: SE/4 Section: 12 Township: 36 Range: 16 Subdiv..."
"381","576744","5/13/2011","60000","Section: 35 Township: 36 Range: 16 S1/2SE1/4SE1/4SW1/4N..."
"382","576747","5/13/2011","166000","Section: 7 Township: 35 Range: 16 Subdivision: SAGE HIL..."
"383","576791","5/13/2011","240000","Quarter: SE/4 Section: 29 Township: 36 Range: 13 Subdiv..."
"384","576896","5/25/2011","285000","Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"385","576901","5/25/2011","117000","Section: 26 Township: 36 Range: 16"
"386","576910","5/26/2011","123000","Quarter: NW/4 Section: 26 Township: 36 Range: 16 Subdiv..."
"387","576955","5/31/2011","327000","Section: 6 Township: 36 Range: 15 Subdivision: SUNSET E..."
"388","577021","6/2/2011","230000","Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"389","577106","5/26/2011","250000","Quarter: SE/4 Section: 16 Township: 36 Range: 16"
"390","577109","6/8/2011","83000","Quarter: SW/4 Section: 14 Township: 36 Range: 16"
"391","577192","6/13/2011","215000","Quarter: NW/4 Section: 14 Township: 36 Range: 16"
"392","577210","6/13/2011","80000","Quarter: SW/4 Section: 22 Township: 38 Range: 18"
"393","577211","6/13/2011","160000","Quarter: SW/4 Section: 22 Township: 38 Range: 18"
"394","577281","6/17/2011","125000","Section: 18 Township: 37 Range: 15 Subdivision: RUSTIC ..."
"395","577432","5/9/2011","169900","Quarter: SE/4 Section: 36 Township: 36 Range: 16 Subdiv..."
"396","577450","6/27/2011","42000","Quarter: NE/4 Section: 28 Township: 36 Range: 14 Subdiv..."
"397","577506","6/24/2011","225000","Sixteenth: SE Quarter: NW Section: 4 Township: 35 Range:..."
"398","577555","7/5/2011","175000","Section: 7 Township: 35 Range: 16"
"399","577609","7/15/2011","207000","Section: 3 Township: 36 Range: 17"
"400","577705","7/14/2011","270000","Quarter: SW/4 Section: 11 Township: 37 Range: 15"
"401","577724","7/15/2011","225000","Section: 24 Township: 36 Range: 16 Subdivision: BARRETT..."
"402","577822","6/1/2011","259555","Quarter: SE/4 Section: 17 Township: 36 Range: 15"
"403","577837","7/9/2011","150000","Section: 8 Township: 36 Range: 16"
"404","577874","7/19/2011","35000","Section: 27 Township: 37 Range: 14 Subdivision: SUMMIT ..."
"405","577884","7/25/2011","81000","Section: 3 Township: 37 Range: 16 Subdivision: PINON HI..."
"406","577918","7/26/2011","179900","Quarter: SW/4 Section: 17 Township: 36 Range: 14"
"407","577929","6/28/2011","57000","Quarter: NW/4 Section: 20 Township: 35 Range: 16"
"408","577934","7/27/2011","300000","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"409","577998","7/29/2011","179000","Section: 6 Township: 36 Range: 15"
"410","578045","8/2/2011","30000","Quarter: NW/4 Section: 25 Township: 36 Range: 15 Subdiv..."
"411","578206","8/3/2011","150000","Quarter: SE/4 Section: 29 Township: 36 Range: 13 Subdiv..."
"412","578248","8/17/2011","182000","Quarter: NE/4 Section: 36 Township: 37 Range: 15 Subdiv..."
"413","578275","8/16/2011","92000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"414","578277","8/18/2011","219000","Section: 1 Township: 36 Range: 14 Subdivision: SHILO Lo..."
"415","578345","7/24/2011","164000","Section: 8 Township: 36 Range: 16"
"416","578351","8/23/2011","140000","Section: 31 Township: 36 Range: 13"
"417","578400","8/26/2011","220000","Quarter: SW/4 Section: 28 Township: 38 Range: 16"
"418","578407","8/26/2011","73500","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"419","578407","8/26/2011","73500","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"420","578407","8/26/2011","73500","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"421","578407","8/26/2011","73500","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"422","578430","8/25/2011","310000","Section: 8 Township: 36 Range: 13 Subdivision: OAKVIEW ..."
"423","578451","8/22/2011","210000","Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"424","578489","8/31/2011","450000","Section: 25 Township: 37 Range: 17"
"425","578524","9/2/2011","325000","Quarter: NW/4 Section: 36 Township: 39 Range: 14"
"426","578529","8/26/2011","200000","Sixteenth: NE/4 Quarter: SE/4 Section: 31 Township: 37 R..."
"427","578664","9/13/2011","110000","Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"428","578672","9/9/2011","139900","Section: 26 Township: 36 Range: 16"
"429","578755","9/20/2011","250000","Section: 6 Township: 36 Range: 15"
"430","578764","9/6/2011","49000","Section: 5 Township: 35 Range: 16 Subdivision: VALLEY V..."
"431","578779","8/26/2011","120000","Quarter: SE/4 Section: 24 Township: 35 Range: 17"
"432","578826","9/23/2011","180000","Quarter: NW/4 Section: 13 Township: 37 Range: 16"
"433","578831","9/12/2011","115000","Section: 6 Township: 37 Range: 16 Subdivision: OLD MINE..."
"434","578924","8/16/2011","105000","Quarter: SE/4 Section: 14 Township: 37 Range: 16 Subdiv..."
"435","578954","10/3/2011","12000","Quarter: SW Section: 9 Township: 36 Range: 13"
"436","579146","10/14/2011","154000","Quarter: SE/4 Section: 16 Township: 37 Range: 15 Subdiv..."
"437","579209","10/17/2011","125000","Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv..."
"438","579241","10/10/2011","210000","Quarter: SE/4 Section: 15 Township: 37 Range: 16"
"439","579286","10/21/2011","196500","Section: 26 Township: 36 Range: 16"
"440","579290","10/21/2011","165000","Quarter: NE/4 Section: 24 Township: 36 Range: 14 Subdiv..."
"441","579304","10/21/2011","198000","Quarter: SE/4 Section: 17 Township: 36 Range: 15"
"442","579375","10/26/2011","175000","Quarter: NW/4 Section: 22 Township: 37 Range: 16"
"443","579403","10/28/2011","127000","Quarter: SW/4 Section: 32 Township: 37 Range: 14 Quarter..."
"444","579425","10/17/2011","65000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"445","579442","10/28/2011","110000","Quarter: SW/4 Section: 32 Township: 37 Range: 14 Quarter..."
"446","579498","11/2/2011","240000","Quarter: NW/4 Section: 32 Township: 35 Range: 16"
"447","579506","11/1/2011","98000","Quarter: NE/4 Section: 18 Township: 35 Range: 16 Subdiv..."
"448","579558","11/7/2011","283500","Quarter: NE/4 Section: 25 Township: 37 Range: 17"
"449","579567","11/7/2011","92500","Section: 26 Township: 36 Range: 16"
"450","579622","11/10/2011","85000","Quarter: NE/4 Section: 11 Township: 38 Range: 18"
"451","579626","11/8/2011","48000","Quarter: SW/4 Section: 15 Township: 36 Range: 16"
"452","579633","11/14/2011","185000","Quarter: NE/4 Section: 29 Township: 37 Range: 14"
"453","579760","11/21/2011","94000","Quarter: SW/4 Section: 23 Township: 37 Range: 15"
"454","579957","12/1/2011","50000","Section: 7 Township: 35 Range: 16 Subdivision: SAGE HIL..."
"455","580078","12/12/2011","93000","Quarter: SW/4 Section: 11 Township: 36 Range: 16"
"456","580126","12/14/2011","101000","Quarter: SW/4 Section: 28 Township: 36 Range: 13"
"457","580145","11/14/2011","51000","Quarter: NW/4 Section: 21 Township: 38 Range: 17"
"458","580185","12/19/2011","139000","Quarter: SE/4 Section: 28 Township: 37 Range: 14"
"459","580258","12/7/2011","120200","Sixteenth: NW Quarter: NW Section: 9 Township: 35 Range:..."
"460","580265","12/22/2011","117000","Section: 26 Township: 36 Range: 16"
"461","580269","12/19/2011","85000","Quarter: SE/4 Section: 34 Township: 37 Range: 14"
"462","580361","11/1/2011","110000","Section: 5 Township: 35 Range: 16 Subdivision: VALLEY V..."
"463","580382","1/3/2012","85000","Quarter: SE Section: 29 Township: 36 Range: 13"
"464","580392","1/2/2012","30000","Quarter: NE/4 Section: 23 Township: 36 Range: 16"
"465","580432","1/6/2012","195000","Quarter: NW/4 Section: 15 Township: 36 Range: 15"
"466","580750","1/25/2012","96000","Quarter: SE/4 Section: 34 Township: 37 Range: 16"
"467","580778","1/27/2012","55000","Section: 29 Township: 36 Range: 13"
"468","580820","1/31/2012","361300","Section: 4 Township: 36 Range: 14 Subdivision: SUMMIT L..."
"469","580879","2/3/2012","325000","Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ..."
"470","581059","2/15/2012","52500","Section: 2 Township: 37 Range: 17"
"471","581060","1/27/2012","75000","Section: 21 Township: 36 Range: 16 Subdivision: CRESTVI..."
"472","581061","2/6/2012","350000","Section: 21 Township: 36 Range: 16 Subdivision: CRESTVI..."
"473","581094","2/15/2012","110000","Section: 26 Township: 36 Range: 16"
"474","581136","2/15/2012","165000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"475","581168","2/18/2012","229000","Quarter: NW/4 Section: 25 Township: 36 Range: 15"
"476","581215","2/24/2012","197500","Section: 9 Township: 35 Range: 16"
"477","581255","2/24/2012","100000","Quarter: SW/4 Section: 31 Township: 37 Range: 14 Section..."
"478","581328","1/24/2012","70900","Quarter: SW/4 Section: 32 Township: 39 Range: 13"
"479","581496","3/2/2012","70700","Section: 21 Township: 36 Range: 13"
"480","581663","3/13/2012","249900","Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ..."
"481","581676","3/13/2012","20000","Section: 24 Township: 35 Range: 17 Subdivision: COY GRA..."
"482","581701","3/19/2012","138900","Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv..."
"483","581776","3/16/2012","87000","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"484","581832","3/23/2012","340000","Quarter: NE/4 Section: 21 Township: 39 Range: 17 Subdiv..."
"485","581959","3/30/2012","192500","Quarter: NW/4 Section: 25 Township: 36 Range: 16"
"486","581965","3/28/2012","52500","Quarter: SE/4 Section: 30 Township: 35 Range: 16 Subdiv..."
"487","581974","3/30/2012","128000","Quarter: SE/4 Section: 36 Township: 38 Range: 17"
"488","582021","3/31/2012","168000","Section: 5 Township: 36 Range: 16"
"489","582076","4/6/2012","122000","Quarter: SE/4 Section: 12 Township: 36 Range: 16 Subdiv..."
"490","582151","4/11/2012","90000","Section: 26 Township: 36 Range: 16"
"491","582186","4/13/2012","55000","Section: 20 Township: 39 Range: 17 Subdivision: RYMAN C..."
"492","582186","4/13/2012","55000","Section: 21 Township: 39 Range: 17 Subdivision: RYMAN C..."
"493","582186","4/13/2012","55000","Section: 20 Township: 39 Range: 17 Subdivision: RYMAN C..."
"494","582186","4/13/2012","55000","Section: 21 Township: 39 Range: 17 Subdivision: RYMAN C..."
"495","582333","4/24/2012","10000","Section: 35 Township: 39 Range: 18"
"496","582375","4/20/2012","98000","Section: 7 Township: 36 Range: 12"
"497","582478","4/25/2012","160000","Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"498","582514","5/2/2012","100000","Section: 7 Township: 36 Range: 15"
"499","582604","4/30/2012","141400","Quarter: NW/4 Section: 11 Township: 36 Range: 13 Subdiv..."
"500","582738","5/17/2012","210000","Section: 9 Township: 37 Range: 16 Subdivision: WATSON M..."
"501","582756","5/18/2012","68000","Quarter: SW/4 Section: 19 Township: 37 Range: 16 Subdiv..."
"502","582786","5/17/2012","82505","Quarter: SE/4 Section: 33 Township: 36 Range: 13"
"503","582827","5/23/2012","20000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"504","582830","5/23/2012","280000","Quarter: NW/4 Section: 10 Township: 36 Range: 16 Subdiv..."
"505","582858","5/21/2012","43300","Quarter: NW/4 Section: 16 Township: 35 Range: 16"
"506","582979","5/31/2012","320000","Quarter: SE/4 Section: 34 Township: 37 Range: 14"
"507","583050","6/5/2012","25000","Section: 26 Township: 36 Range: 16"
"508","583074","5/10/2012","125000","Quarter: NW/4 Section: 16 Township: 36 Range: 15"
"509","583100","5/9/2012","48000","Quarter: SW/4 Section: 29 Township: 36 Range: 13"
"510","583134","6/8/2012","5500","Quarter: SW/4 Section: 30 Township: 38 Range: 16"
"511","583218","6/8/2012","110000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"512","583262","6/14/2012","84500","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"513","583299","6/18/2012","225300","Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv..."
"514","583318","6/19/2012","135000","Quarter: SE/4 Section: 28 Township: 36 Range: 13 Subdiv..."
"515","583357","6/22/2012","124000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"516","583364","6/22/2012","70000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"517","583387","6/21/2012","78000","Quarter: NE/4 Section: 29 Township: 37 Range: 14"
"518","583502","6/26/2012","85000","Quarter: NE/4 Section: 30 Township: 37 Range: 15"
"519","583586","6/28/2012","287000","Quarter: NE/4 Section: 21 Township: 38 Range: 17 Subdiv..."
"520","583596","6/27/2012","144500","Quarter: NW/4 Section: 28 Township: 37 Range: 14 Subdiv..."
"521","583599","6/27/2012","287500","Quarter: SW/4 Section: 20 Township: 37 Range: 15 Subdiv..."
"522","583603","6/27/2012","209500","Quarter: SW/4 Section: 15 Township: 36 Range: 16"
"523","583608","6/29/2012","151000","Quarter: NE/4 Section: 31 Township: 37 Range: 15"
"524","583608","6/29/2012","151000","Quarter: NW/4 Section: 31 Township: 37 Range: 15"
"525","583608","6/29/2012","151000","Quarter: NE/4 Section: 31 Township: 37 Range: 15"
"526","583608","6/29/2012","151000","Quarter: NW/4 Section: 31 Township: 37 Range: 15"
"527","583612","6/28/2012","140000","Section: 3 Township: 37 Range: 16 Subdivision: PINON HI..."
"528","583630","6/29/2012","50000","Section: 8 Township: 38 Range: 17"
"529","583657","7/3/2012","51000","Section: 2 Township: 36 Range: 16 Subdivision: LEBANON ..."
"530","583711","7/9/2012","420000","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"531","583738","7/9/2012","75000","Section: 35 Township: 36 Range: 16"
"532","583773","7/6/2012","410000","Quarter: NW/4 Section: 25 Township: 36 Range: 16"
"533","583853","7/16/2012","51000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"534","583922","7/20/2012","52500","Quarter: SE/4 Section: 24 Township: 36 Range: 14 Subdiv..."
"535","583951","7/16/2012","80000","Quarter: NW/4 Section: 29 Township: 37 Range: 16"
"536","584022","7/24/2012","20000","Section: 10 Township: 37 Range: 15"
"537","584024","7/24/2012","19900","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"538","584095","7/31/2012","35300","Quarter: NW/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"539","584122","8/1/2012","305000","Section: 22 Township: 36 Range: 13"
"540","584188","8/3/2012","178500","Section: 8 Township: 38 Range: 17"
"541","584200","8/8/2012","170000","Quarter: SE/4 Section: 30 Township: 36 Range: 16 Subdiv..."
"542","584268","7/30/2012","165000","Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv..."
"543","584300","8/9/2012","227000","Quarter: NW/4 Section: 21 Township: 37 Range: 16"
"544","584310","8/14/2012","213400","Section: 1 Township: 35 Range: 16 Subdivision: MESA SKY..."
"545","584389","8/16/2012","175000","Quarter: SE/4 Section: 33 Township: 37 Range: 14 Subdiv..."
"546","584393","8/16/2012","175000","Section: 2 Township: 37 Range: 16 Subdivision: NORTHCUT..."
"547","584487","8/24/2012","110000","Sixteenth: NW Quarter: NW Section: 35 Township: 36 Range..."
"548","584531","8/22/2012","175000","Quarter: SE/4 Section: 29 Township: 38 Range: 16"
"549","584599","8/30/2012","236000","Quarter: NW/4 Section: 24 Township: 37 Range: 17 Subdiv..."
"550","584603","8/16/2012","240000","Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv..."
"551","584821","9/13/2012","178000","Sixteenth: NE/4 Quarter: NE/4 Section: 16 Township: 37 R..."
"552","584826","9/13/2012","80000","Section: 1 Township: 36 Range: 16 Subdivision: SCHWARZK..."
"553","584842","9/9/2012","175000","Quarter: SE/4 Section: 33 Township: 36 Range: 14"
"554","584861","9/17/2012","172500","Quarter: NE/4 Section: 17 Township: 36 Range: 15"
"555","584906","9/19/2012","265100","Quarter: SW/4 Section: 20 Township: 37 Range: 15 Subdiv..."
"556","584955","8/27/2012","80000","Section: 4 Township: 35 Range: 13"
"557","584990","9/21/2012","88000","Sixteenth: NE Quarter: NE/4 Section: 16 Township: 37 Ran..."
"558","585042","9/26/2012","170000","Quarter: SE/4 Section: 15 Township: 36 Range: 16"
"559","585060","9/28/2012","50000","Quarter: NW/4 Section: 17 Township: 36 Range: 16 Subdiv..."
"560","585119","9/18/2012","80200","Quarter: NE/4 Section: 10 Township: 35 Range: 16 Subdiv..."
"561","585300","10/11/2012","225000","Quarter: SE/4 Section: 14 Township: 37 Range: 16 Subdiv..."
"562","585310","10/12/2012","262500","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"563","585380","10/16/2012","160000","Sixteenth: NW Quarter: NE/4 Section: 10 Township: 36 Ran..."
"564","585431","10/19/2012","343000","Section: 2 Township: 36 Range: 16"
"565","585447","10/18/2012","110000","Quarter: SW/4 Section: 14 Township: 36 Range: 16 Subdiv..."
"566","585482","10/22/2012","25000","Quarter: NE/4 Section: 27 Township: 36 Range: 14 Subdiv..."
"567","585483","10/22/2012","238200","Quarter: SW Section: 15 Township: 36 Range: 15 Subdivis..."
"568","585588","10/29/2012","1000","Section: 33 Township: 37 Range: 15"
"569","585799","11/9/2012","120000","Section: 1 Township: 37 Range: 13 Subdivision: SPRING C..."
"570","585815","10/25/2012","229000","Section: 17 Township: 37 Range: 15 Subdivision: WILSON ..."
"571","585901","10/27/2012","12500","Sixteenth: SE/4 Quarter: SE/4 Section: 34 Township: 37 R..."
"572","585947","11/19/2012","110000","Section: 31 Township: 36 Range: 13"
"573","586093","11/9/2012","285000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"574","586195","11/29/2012","123500","Section: 29 Township: 35 Range: 16 Subdivision: SOUTH M..."
"575","586253","11/27/2012","222000","Quarter: SE/4 Section: 29 Township: 36 Range: 13 Subdiv..."
"576","586257","12/3/2012","160000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"577","586369","12/11/2012","182000","Quarter: SE/4 Section: 28 Township: 36 Range: 13"
"578","586477","12/7/2012","45000","Quarter: SW/4 Section: 14 Township: 36 Range: 16"
"579","586558","12/21/2012","101900","Section: 8 Township: 38 Range: 17"
"580","586601","12/26/2012","15000","Quarter: SE/4 Section: 16 Township: 37 Range: 15"
"581","586603","12/21/2012","35000","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"582","586620","12/20/2012","131200","Sixteenth: SE Quarter: SE/4 Section: 36 Township: 38 Ran..."
"583","586696","12/26/2012","53500","Quarter: SW/4 Section: 26 Township: 38 Range: 17"
"584","586697","12/31/2012","53500","Quarter: SW/4 Section: 26 Township: 38 Range: 17"
"585","586699","12/28/2012","178000","Quarter: SE/4 Section: 16 Township: 37 Range: 16"
"586","586762","12/26/2012","57800","Quarter: NE/4 Section: 26 Township: 36 Range: 16 Subdiv..."
"587","586920","1/15/2013","170000","Section: 28 Township: 36 Range: 13"
"588","586920","1/15/2013","170000","Section: 28 Township: 36 Range: 13"
"589","586920","1/15/2013","170000","Section: 28 Township: 36 Range: 13"
"590","586920","1/15/2013","170000","Section: 28 Township: 36 Range: 13"
"591","586967","5/15/2012","75000","Quarter: NE/4 Section: 34 Township: 36 Range: 16"
"592","586983","1/21/2013","39000","Section: 6 Township: 36 Range: 16 Subdivision: ALKALI M..."
"593","587131","1/29/2013","154900","Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv..."
"594","587293","2/11/2013","30000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"595","587312","1/30/2013","125000","Section: 7 Township: 36 Range: 16"
"596","587383","2/14/2013","155000","Quarter: SE/4 Section: 20 Township: 35 Range: 16"
"597","587396","2/11/2013","95000","Quarter: SW/4 Section: 12 Township: 36 Range: 14"
